state,district,pincode,total_bio_5_17,total_bio_17,total_updates
Kerala,Kasaragod,670511,372,389,761
Kerala,Kasaragod,671121,924,1120,2044
Kerala,Kasaragod,671122,314,417,731
Kerala,Kasaragod,671123,1368,1719,3087
Kerala,Kasaragod,671124,1736,2205,3941
Kerala,Kasaragod,671310,1363,1210,2573
Kerala,Kasaragod,671311,410,487,897
Kerala,Kasaragod,671312,570,629,1199
Kerala,Kasaragod,671313,1052,729,1781
Kerala,Kasaragod,671314,3006,2219,5225
Kerala,Kasaragod,671315,1082,722,1804
Kerala,Kasaragod,671316,2223,1948,4171
Kerala,Kasaragod,671317,1158,1370,2528
Kerala,Kasaragod,671318,717,909,1626
Kerala,Kasaragod,671319,888,1096,1984
Kerala,Kasaragod,671321,2693,2650,5343
Kerala,Kasaragod,671322,1183,1394,2577
Kerala,Kasaragod,671323,2540,2450,4990
Kerala,Kasaragod,671324,848,949,1797
Kerala,Kasaragod,671326,219,155,374
Kerala,Kasaragod,671348,293,337,630
Kerala,Kasaragod,671351,193,288,481
Kerala,Kasaragod,671531,2728,2024,4752
Kerala,Kasaragod,671532,915,776,1691
Kerala,Kasaragod,671533,861,679,1540
Kerala,Kasaragod,671534,1,2,3
Kerala,Kasaragod,671541,2281,2337,4618
Kerala,Kasaragod,671542,850,668,1518
Kerala,Kasaragod,671543,1951,1478,3429
Kerala,Kasaragod,671551,899,1025,1924
Kerala,Kasaragod,671552,668,1069,1737
Kerala,Kasargod,670511,0,3,3
Kerala,Kasargod,671121,0,7,7
Kerala,Kasargod,671123,1,2,3
Kerala,Kasargod,671124,0,17,17
Kerala,Kasargod,671310,3,22,25
Kerala,Kasargod,671311,1,9,10
Kerala,Kasargod,671313,2,20,22
Kerala,Kasargod,671314,15,74,89
Kerala,Kasargod,671315,1,9,10
Kerala,Kasargod,671316,6,130,136
Kerala,Kasargod,671317,0,7,7
Kerala,Kasargod,671318,1,54,55
Kerala,Kasargod,671319,2,20,22
Kerala,Kasargod,671321,4,106,110
Kerala,Kasargod,671322,5,69,74
Kerala,Kasargod,671323,1,76,77
Kerala,Kasargod,671324,1,57,58
Kerala,Kasargod,671326,2,5,7
Kerala,Kasargod,671348,0,27,27
Kerala,Kasargod,671531,29,254,283
Kerala,Kasargod,671532,18,148,166
Kerala,Kasargod,671533,92,410,502
Kerala,Kasargod,671541,1,57,58
Kerala,Kasargod,671542,3,44,47
Kerala,Kasargod,671543,14,189,203
Kerala,Kasargod,671551,6,81,87
Kerala,Kasargod,671552,3,30,33
Kerala,Kollam,689695,819,1610,2429
Kerala,Kollam,689696,557,1235,1792
Kerala,Kollam,690518,324,358,682
Kerala,Kollam,690519,694,756,1450
Kerala,Kollam,690520,586,1015,1601
Kerala,Kollam,690521,722,869,1591
Kerala,Kollam,690522,549,628,1177
Kerala,Kollam,690523,1007,1063,2070
Kerala,Kollam,690524,620,590,1210
Kerala,Kollam,690525,265,285,550
Kerala,Kollam,690526,443,596,1039
Kerala,Kollam,690528,216,291,507
Kerala,Kollam,690533,2,8,10
Kerala,Kollam,690536,375,457,832
Kerala,Kollam,690538,256,299,555
Kerala,Kollam,690539,210,213,423
Kerala,Kollam,690540,201,328,529
Kerala,Kollam,690542,437,428,865
Kerala,Kollam,690544,294,260,554
Kerala,Kollam,690547,282,355,637
Kerala,Kollam,690561,495,538,1033
Kerala,Kollam,690573,853,1167,2020
Kerala,Kollam,690574,352,332,684
Kerala,Kollam,691001,448,903,1351
Kerala,Kollam,691002,132,263,395
Kerala,Kollam,691003,731,1437,2168
Kerala,Kollam,691004,707,1098,1805
Kerala,Kollam,691005,561,853,1414
Kerala,Kollam,691006,241,446,687
Kerala,Kollam,691007,43,103,146
Kerala,Kollam,691008,89,181,270
Kerala,Kollam,691009,56,80,136
Kerala,Kollam,691010,448,809,1257
Kerala,Kollam,691011,743,1188,1931
Kerala,Kollam,691012,240,623,863
Kerala,Kollam,691013,218,492,710
Kerala,Kollam,691014,673,975,1648
Kerala,Kollam,691015,229,431,660
Kerala,Kollam,691016,142,270,412
Kerala,Kollam,691019,137,216,353
Kerala,Kollam,691020,395,694,1089
Kerala,Kollam,691021,368,691,1059
Kerala,Kollam,691301,667,668,1335
Kerala,Kollam,691302,664,873,1537
Kerala,Kollam,691303,339,500,839
Kerala,Kollam,691304,118,227,345
Kerala,Kollam,691305,378,860,1238
Kerala,Kollam,691306,1521,2093,3614
Kerala,Kollam,691307,367,722,1089
Kerala,Kollam,691308,84,179,263
Kerala,Kollam,691309,162,306,468
Kerala,Kollam,691310,701,1794,2495
Kerala,Kollam,691311,207,257,464
Kerala,Kollam,691312,685,1078,1763
Kerala,Kollam,691319,130,74,204
Kerala,Kollam,691322,360,577,937
Kerala,Kollam,691331,263,472,735
Kerala,Kollam,691332,220,428,648
Kerala,Kollam,691333,667,1187,1854
Kerala,Kollam,691334,296,294,590
Kerala,Kollam,691500,141,211,352
Kerala,Kollam,691501,327,570,897
Kerala,Kollam,691502,364,1021,1385
Kerala,Kollam,691503,481,842,1323
Kerala,Kollam,691504,613,899,1512
Kerala,Kollam,691505,920,1887,2807
Kerala,Kollam,691506,377,941,1318
Kerala,Kollam,691507,718,864,1582
Kerala,Kollam,691508,900,1914,2814
Kerala,Kollam,691509,405,799,1204
Kerala,Kollam,691510,333,392,725
Kerala,Kollam,691511,444,877,1321
Kerala,Kollam,691512,319,479,798
Kerala,Kollam,691515,240,306,546
Kerala,Kollam,691516,403,425,828
Kerala,Kollam,691520,311,461,772
Kerala,Kollam,691521,218,267,485
Kerala,Kollam,691522,350,558,908
Kerala,Kollam,691526,18,34,52
Kerala,Kollam,691531,560,1121,1681
Kerala,Kollam,691532,641,739,1380
Kerala,Kollam,691533,835,831,1666
Kerala,Kollam,691534,660,679,1339
Kerala,Kollam,691535,326,583,909
Kerala,Kollam,691536,1154,1524,2678
Kerala,Kollam,691537,569,536,1105
Kerala,Kollam,691538,452,666,1118
Kerala,Kollam,691540,162,227,389
Kerala,Kollam,691541,281,672,953
Kerala,Kollam,691543,112,158,270
Kerala,Kollam,691552,152,214,366
Kerala,Kollam,691553,139,239,378
Kerala,Kollam,691556,80,78,158
Kerala,Kollam,691557,304,688,992
Kerala,Kollam,691559,648,1164,1812
Kerala,Kollam,691560,344,401,745
Kerala,Kollam,691566,277,506,783
Kerala,Kollam,691571,453,861,1314
Kerala,Kollam,691572,387,505,892
Kerala,Kollam,691573,313,380,693
Kerala,Kollam,691574,468,756,1224
Kerala,Kollam,691576,1058,1607,2665
Kerala,Kollam,691577,875,1171,2046
Kerala,Kollam,691578,550,938,1488
Kerala,Kollam,691579,475,632,1107
Kerala,Kollam,691581,186,362,548
Kerala,Kollam,691582,271,389,660
Kerala,Kollam,691583,1072,1781,2853
Kerala,Kollam,691584,361,431,792
Kerala,Kollam,691585,429,665,1094
Kerala,Kollam,691589,680,964,1644
Kerala,Kollam,691590,260,313,573
Kerala,Kollam,691601,1272,2240,3512
Kerala,Kollam,691602,356,487,843
Kerala,Kottayam,686001,192,376,568
Kerala,Kottayam,686002,67,71,138
Kerala,Kottayam,686003,257,433,690
Kerala,Kottayam,686004,320,511,831
Kerala,Kottayam,686005,145,177,322
Kerala,Kottayam,686006,172,209,381
Kerala,Kottayam,686007,93,106,199
Kerala,Kottayam,686008,352,546,898
Kerala,Kottayam,686009,42,69,111
Kerala,Kottayam,686010,174,365,539
Kerala,Kottayam,686011,433,743,1176
Kerala,Kottayam,686012,298,333,631
Kerala,Kottayam,686013,167,363,530
Kerala,Kottayam,686014,112,146,258
Kerala,Kottayam,686015,179,221,400
Kerala,Kottayam,686016,424,509,933
Kerala,Kottayam,686017,143,172,315
Kerala,Kottayam,686018,160,265,425
Kerala,Kottayam,686019,588,1059,1647
Kerala,Kottayam,686020,217,415,632
Kerala,Kottayam,686021,137,164,301
Kerala,Kottayam,686022,104,281,385
Kerala,Kottayam,686039,2,41,43
Kerala,Kottayam,686041,66,70,136
Kerala,Kottayam,686101,398,597,995
Kerala,Kottayam,686102,292,652,944
Kerala,Kottayam,686103,191,344,535
Kerala,Kottayam,686104,311,698,1009
Kerala,Kottayam,686105,532,1048,1580
Kerala,Kottayam,686106,207,526,733
Kerala,Kottayam,686121,439,474,913
Kerala,Kottayam,686122,177,187,364
Kerala,Kottayam,686123,99,133,232
Kerala,Kottayam,686141,441,407,848
Kerala,Kottayam,686142,56,86,142
Kerala,Kottayam,686143,217,182,399
Kerala,Kottayam,686144,242,323,565
Kerala,Kottayam,686501,387,555,942
Kerala,Kottayam,686502,537,682,1219
Kerala,Kottayam,686503,320,473,793
Kerala,Kottayam,686504,197,360,557
Kerala,Kottayam,686505,10,17,27
Kerala,Kottayam,686506,443,626,1069
Kerala,Kottayam,686507,253,401,654
Kerala,Kottayam,686508,354,572,926
Kerala,Kottayam,686509,409,721,1130
Kerala,Kottayam,686510,305,492,797
Kerala,Kottayam,686512,402,559,961
Kerala,Kottayam,686513,845,1239,2084
Kerala,Kottayam,686514,274,369,643
Kerala,Kottayam,686515,150,216,366
Kerala,Kottayam,686516,185,292,477
Kerala,Kottayam,686517,84,78,162
Kerala,Kottayam,686518,334,418,752
Kerala,Kottayam,686519,148,233,381
Kerala,Kottayam,686520,196,284,480
Kerala,Kottayam,686521,178,202,380
Kerala,Kottayam,686522,104,111,215
Kerala,Kottayam,686531,148,279,427
Kerala,Kottayam,686532,360,529,889
Kerala,Kottayam,686533,449,1361,1810
Kerala,Kottayam,686535,345,590,935
Kerala,Kottayam,686536,378,883,1261
Kerala,Kottayam,686537,195,234,429
Kerala,Kottayam,686538,307,682,989
Kerala,Kottayam,686539,181,468,649
Kerala,Kottayam,686540,344,548,892
Kerala,Kottayam,686541,473,558,1031
Kerala,Kottayam,686542,377,394,771
Kerala,Kottayam,686543,194,181,375
Kerala,Kottayam,686544,280,323,603
Kerala,Kottayam,686545,153,296,449
Kerala,Kottayam,686546,391,715,1106
Kerala,Kottayam,686548,115,169,284
Kerala,Kottayam,686555,60,81,141
Kerala,Kottayam,686560,1,0,1
Kerala,Kottayam,686561,147,211,358
Kerala,Kottayam,686562,378,695,1073
Kerala,Kottayam,686563,391,694,1085
Kerala,Kottayam,686564,404,620,1024
Kerala,Kottayam,686571,98,117,215
Kerala,Kottayam,686572,203,481,684
Kerala,Kottayam,686573,327,314,641
Kerala,Kottayam,686574,443,511,954
Kerala,Kottayam,686575,205,226,431
Kerala,Kottayam,686576,358,488,846
Kerala,Kottayam,686577,400,370,770
Kerala,Kottayam,686578,282,430,712
Kerala,Kottayam,686579,200,288,488
Kerala,Kottayam,686580,198,309,507
Kerala,Kottayam,686581,183,171,354
Kerala,Kottayam,686582,320,295,615
Kerala,Kottayam,686583,95,207,302
Kerala,Kottayam,686584,96,132,228
Kerala,Kottayam,686585,94,66,160
Kerala,Kottayam,686586,115,112,227
Kerala,Kottayam,686587,253,301,554
Kerala,Kottayam,686596,0,1,1
Kerala,Kottayam,686601,121,212,333
Kerala,Kottayam,686602,174,254,428
Kerala,Kottayam,686603,229,507,736
Kerala,Kottayam,686604,263,551,814
Kerala,Kottayam,686605,688,1266,1954
Kerala,Kottayam,686606,286,317,603
Kerala,Kottayam,686607,275,300,575
Kerala,Kottayam,686608,432,577,1009
Kerala,Kottayam,686609,53,132,185
Kerala,Kottayam,686610,235,638,873
Kerala,Kottayam,686611,217,294,511
Kerala,Kottayam,686612,176,265,441
Kerala,Kottayam,686613,237,618,855
Kerala,Kottayam,686616,0,1,1
Kerala,Kottayam,686630,4,6,10
Kerala,Kottayam,686631,502,602,1104
Kerala,Kottayam,686632,275,523,798
Kerala,Kottayam,686633,405,692,1097
Kerala,Kottayam,686634,259,350,609
Kerala,Kottayam,686635,188,252,440
Kerala,Kottayam,686636,258,413,671
Kerala,Kottayam,686637,151,210,361
Kerala,Kottayam,686651,479,616,1095
Kerala,Kottayam,686652,171,197,368
Kerala,Kottayam,686653,123,180,303
Kerala,Kottayam,689589,1,6,7
Kerala,Kozhikode,673001,283,472,755
Kerala,Kozhikode,673002,93,133,226
Kerala,Kozhikode,673003,1253,2087,3340
Kerala,Kozhikode,673004,157,215,372
Kerala,Kozhikode,673005,569,542,1111
Kerala,Kozhikode,673006,171,230,401
Kerala,Kozhikode,673007,746,943,1689
Kerala,Kozhikode,673008,1322,1577,2899
Kerala,Kozhikode,673009,154,208,362
Kerala,Kozhikode,673010,753,1027,1780
Kerala,Kozhikode,673011,351,430,781
Kerala,Kozhikode,673012,600,966,1566
Kerala,Kozhikode,673014,584,582,1166
Kerala,Kozhikode,673015,675,848,1523
Kerala,Kozhikode,673016,592,807,1399
Kerala,Kozhikode,673017,457,566,1023
Kerala,Kozhikode,673018,194,240,434
Kerala,Kozhikode,673019,1646,2312,3958
Kerala,Kozhikode,673020,131,97,228
Kerala,Kozhikode,673021,385,331,716
Kerala,Kozhikode,673027,545,1037,1582
Kerala,Kozhikode,673028,693,774,1467
Kerala,Kozhikode,673029,223,352,575
Kerala,Kozhikode,673032,97,188,285
Kerala,Kozhikode,673101,95,238,333
Kerala,Kozhikode,673102,394,654,1048
Kerala,Kozhikode,673103,316,746,1062
Kerala,Kozhikode,673104,1008,1874,2882
Kerala,Kozhikode,673105,583,1323,1906
Kerala,Kozhikode,673106,438,749,1187
Kerala,Kozhikode,673301,525,1009,1534
Kerala,Kozhikode,673302,165,256,421
Kerala,Kozhikode,673303,888,899,1787
Kerala,Kozhikode,673304,424,502,926
Kerala,Kozhikode,673305,372,335,707
Kerala,Kozhikode,673306,450,564,1014
Kerala,Kozhikode,673307,880,1034,1914
Kerala,Kozhikode,673308,472,604,1076
Kerala,Kozhikode,673309,389,344,733
Kerala,Kozhikode,673310,5,3,8
Kerala,Kozhikode,673315,823,1295,2118
Kerala,Kozhikode,673317,481,691,1172
Kerala,Kozhikode,673323,63,95,158
Kerala,Kozhikode,673328,287,315,602
Kerala,Kozhikode,673501,318,403,721
Kerala,Kozhikode,673502,352,635,987
Kerala,Kozhikode,673503,396,767,1163
Kerala,Kozhikode,673504,525,632,1157
Kerala,Kozhikode,673505,307,407,714
Kerala,Kozhikode,673506,956,1551,2507
Kerala,Kozhikode,673507,1284,2286,3570
Kerala,Kozhikode,673508,940,1360,2300
Kerala,Kozhikode,673509,514,536,1050
Kerala,Kozhikode,673513,602,694,1296
Kerala,Kozhikode,673517,500,491,991
Kerala,Kozhikode,673521,635,846,1481
Kerala,Kozhikode,673522,763,636,1399
Kerala,Kozhikode,673523,654,863,1517
Kerala,Kozhikode,673524,1347,1944,3291
Kerala,Kozhikode,673525,1471,1846,3317
Kerala,Kozhikode,673526,166,372,538
Kerala,Kozhikode,673527,484,598,1082
Kerala,Kozhikode,673528,396,744,1140
Kerala,Kozhikode,673529,661,621,1282
Kerala,Kozhikode,673541,602,949,1551
Kerala,Kozhikode,673542,1220,1981,3201
Kerala,Kozhikode,673570,5,0,5
Kerala,Kozhikode,673571,1874,2973,4847
Kerala,Kozhikode,673572,2370,3301,5671
Kerala,Kozhikode,673573,1364,2323,3687
Kerala,Kozhikode,673574,1047,1956,3003
Kerala,Kozhikode,673580,512,666,1178
Kerala,Kozhikode,673582,1139,975,2114
Kerala,Kozhikode,673585,1237,1416,2653
Kerala,Kozhikode,673586,1208,2699,3907
Kerala,Kozhikode,673601,902,990,1892
Kerala,Kozhikode,673602,1590,2995,4585
Kerala,Kozhikode,673603,554,821,1375
Kerala,Kozhikode,673604,387,649,1036
Kerala,Kozhikode,673611,1187,1609,2796
Kerala,Kozhikode,673612,1224,5548,6772
Kerala,Kozhikode,673613,575,783,1358
Kerala,Kozhikode,673614,1363,1966,3329
Kerala,Kozhikode,673615,25,41,66
Kerala,Kozhikode,673616,606,650,1256
Kerala,Kozhikode,673620,1223,1392,2615
Kerala,Kozhikode,673631,1439,2206,3645
Kerala,Kozhikode,673632,442,507,949
Kerala,Kozhikode,673633,365,770,1135
Kerala,Kozhikode,673639,4,14,18
Kerala,Kozhikode,673655,463,806,1269
Kerala,Kozhikode,673661,1193,1351,2544
Kerala,Malappuram,673314,489,708,1197
Kerala,Malappuram,673632,258,363,621
Kerala,Malappuram,673633,537,1002,1539
Kerala,Malappuram,673634,1160,1437,2597
Kerala,Malappuram,673635,153,177,330
Kerala,Malappuram,673636,947,1258,2205
Kerala,Malappuram,673637,1200,1439,2639
Kerala,Malappuram,673638,3014,4369,7383
Kerala,Malappuram,673639,3180,5305,8485
Kerala,Malappuram,673640,483,787,1270
Kerala,Malappuram,673641,2301,3415,5716
Kerala,Malappuram,673642,1395,1268,2663
Kerala,Malappuram,673645,1166,1875,3041
Kerala,Malappuram,673647,189,293,482
Kerala,Malappuram,676101,700,690,1390
Kerala,Malappuram,676102,1570,1736,3306
Kerala,Malappuram,676103,616,681,1297
Kerala,Malappuram,676104,30,24,54
Kerala,Malappuram,676105,273,253,526
Kerala,Malappuram,676106,940,989,1929
Kerala,Malappuram,676107,178,175,353
Kerala,Malappuram,676108,431,613,1044
Kerala,Malappuram,676109,500,520,1020
Kerala,Malappuram,676121,960,889,1849
Kerala,Malappuram,676122,1378,1709,3087
Kerala,Malappuram,676123,2254,3258,5512
Kerala,Malappuram,676301,1326,1527,2853
Kerala,Malappuram,676302,1656,1822,3478
Kerala,Malappuram,676303,1125,1385,2510
Kerala,Malappuram,676304,2497,3538,6035
Kerala,Malappuram,676305,1019,1819,2838
Kerala,Malappuram,676306,2263,3072,5335
Kerala,Malappuram,676307,1427,1674,3101
Kerala,Malappuram,676309,412,546,958
Kerala,Malappuram,676311,777,1052,1829
Kerala,Malappuram,676312,294,316,610
Kerala,Malappuram,676317,1095,1595,2690
Kerala,Malappuram,676319,553,963,1516
Kerala,Malappuram,676320,769,1002,1771
Kerala,Malappuram,676501,1310,1489,2799
Kerala,Malappuram,676502,353,410,763
Kerala,Malappuram,676503,2352,2966,5318
Kerala,Malappuram,676504,948,1333,2281
Kerala,Malappuram,676505,202,328,530
Kerala,Malappuram,676506,947,1321,2268
Kerala,Malappuram,676507,902,1411,2313
Kerala,Malappuram,676508,1519,1756,3275
Kerala,Malappuram,676509,764,1294,2058
Kerala,Malappuram,676510,723,931,1654
Kerala,Malappuram,676517,978,1245,2223
Kerala,Malappuram,676519,1466,2545,4011
Kerala,Malappuram,676521,1379,1377,2756
Kerala,Malappuram,676522,159,160,319
Kerala,Malappuram,676523,841,1019,1860
Kerala,Malappuram,676525,1075,1382,2457
Kerala,Malappuram,676528,1127,2091,3218
Kerala,Malappuram,676541,846,1023,1869
Kerala,Malappuram,676542,656,715,1371
Kerala,Malappuram,676551,2088,2668,4756
Kerala,Malappuram,676552,2341,3376,5717
Kerala,Malappuram,676553,926,1942,2868
Kerala,Malappuram,676561,582,730,1312
Kerala,Malappuram,676562,370,482,852
Kerala,Malappuram,679321,1695,2337,4032
Kerala,Malappuram,679322,1644,1723,3367
Kerala,Malappuram,679323,731,748,1479
Kerala,Malappuram,679324,1193,1849,3042
Kerala,Malappuram,679325,1861,1984,3845
Kerala,Malappuram,679326,903,1190,2093
Kerala,Malappuram,679327,886,900,1786
Kerala,Malappuram,679328,1308,1044,2352
Kerala,Malappuram,679329,880,1408,2288
Kerala,Malappuram,679330,932,1352,2284
Kerala,Malappuram,679331,1258,1489,2747
Kerala,Malappuram,679332,1087,1159,2246
Kerala,Malappuram,679333,881,952,1833
Kerala,Malappuram,679334,1419,1731,3150
Kerala,Malappuram,679338,1433,2312,3745
Kerala,Malappuram,679339,1364,1252,2616
Kerala,Malappuram,679340,723,582,1305
Kerala,Malappuram,679341,87,110,197
Kerala,Malappuram,679357,961,926,1887
Kerala,Malappuram,679571,1176,1431,2607
Kerala,Malappuram,679572,226,328,554
Kerala,Malappuram,679573,848,1167,2015
Kerala,Malappuram,679574,253,303,556
Kerala,Malappuram,679575,437,551,988
Kerala,Malappuram,679576,1182,1767,2949
Kerala,Malappuram,679577,682,1279,1961
Kerala,Malappuram,679578,472,671,1143
Kerala,Malappuram,679579,635,683,1318
Kerala,Malappuram,679580,345,271,616
Kerala,Malappuram,679581,236,213,449
Kerala,Malappuram,679582,454,656,1110
Kerala,Malappuram,679583,228,514,742
Kerala,Malappuram,679584,438,511,949
Kerala,Malappuram,679585,354,483,837
Kerala,Malappuram,679586,567,1294,1861
Kerala,Malappuram,679587,196,175,371
Kerala,Malappuram,679591,352,430,782
Kerala,Palakkad,678001,694,961,1655
Kerala,Palakkad,678002,215,292,507
Kerala,Palakkad,678003,160,220,380
Kerala,Palakkad,678004,1422,2202,3624
Kerala,Palakkad,678005,380,449,829
Kerala,Palakkad,678006,642,915,1557
Kerala,Palakkad,678007,347,681,1028
Kerala,Palakkad,678008,293,384,677
Kerala,Palakkad,678009,286,286,572
Kerala,Palakkad,678010,22,27,49
Kerala,Palakkad,678011,55,92,147
Kerala,Palakkad,678012,540,710,1250
Kerala,Palakkad,678013,164,324,488
Kerala,Palakkad,678014,124,221,345
Kerala,Palakkad,678101,457,712,1169
Kerala,Palakkad,678102,289,523,812
Kerala,Palakkad,678103,172,271,443
Kerala,Palakkad,678104,19,30,49
Kerala,Palakkad,678501,439,741,1180
Kerala,Palakkad,678502,354,493,847
Kerala,Palakkad,678503,527,820,1347
Kerala,Palakkad,678504,289,599,888
Kerala,Palakkad,678505,273,441,714
Kerala,Palakkad,678506,1136,1792,2928
Kerala,Palakkad,678507,679,1353,2032
Kerala,Palakkad,678508,1118,2191,3309
Kerala,Palakkad,678510,528,968,1496
Kerala,Palakkad,678512,78,85,163
Kerala,Palakkad,678531,375,517,892
Kerala,Palakkad,678532,185,265,450
Kerala,Palakkad,678533,63,119,182
Kerala,Palakkad,678534,505,926,1431
Kerala,Palakkad,678541,428,650,1078
Kerala,Palakkad,678542,40,52,92
Kerala,Palakkad,678543,700,926,1626
Kerala,Palakkad,678544,280,367,647
Kerala,Palakkad,678545,105,119,224
Kerala,Palakkad,678546,219,432,651
Kerala,Palakkad,678551,393,678,1071
Kerala,Palakkad,678552,493,517,1010
Kerala,Palakkad,678553,332,434,766
Kerala,Palakkad,678554,241,379,620
Kerala,Palakkad,678555,626,895,1521
Kerala,Palakkad,678556,229,351,580
Kerala,Palakkad,678557,292,475,767
Kerala,Palakkad,678571,437,1026,1463
Kerala,Palakkad,678572,384,922,1306
Kerala,Palakkad,678573,292,764,1056
Kerala,Palakkad,678574,255,624,879
Kerala,Palakkad,678581,699,1290,1989
Kerala,Palakkad,678582,1958,3225,5183
Kerala,Palakkad,678583,2023,3023,5046
Kerala,Palakkad,678591,373,630,1003
Kerala,Palakkad,678592,640,550,1190
Kerala,Palakkad,678593,756,1072,1828
Kerala,Palakkad,678594,246,286,532
Kerala,Palakkad,678595,622,1272,1894
Kerala,Palakkad,678596,374,290,664
Kerala,Palakkad,678597,439,685,1124
Kerala,Palakkad,678598,282,465,747
Kerala,Palakkad,678601,1665,3147,4812
Kerala,Palakkad,678611,207,340,547
Kerala,Palakkad,678612,559,900,1459
Kerala,Palakkad,678613,378,571,949
Kerala,Palakkad,678621,632,591,1223
Kerala,Palakkad,678622,682,1015,1697
Kerala,Palakkad,678623,407,635,1042
Kerala,Palakkad,678624,116,164,280
Kerala,Palakkad,678631,733,819,1552
Kerala,Palakkad,678632,296,286,582
Kerala,Palakkad,678633,557,788,1345
Kerala,Palakkad,678641,320,355,675
Kerala,Palakkad,678642,495,635,1130
Kerala,Palakkad,678651,513,518,1031
Kerala,Palakkad,678661,19,23,42
Kerala,Palakkad,678671,326,421,747
Kerala,Palakkad,678681,265,498,763
Kerala,Palakkad,678682,458,630,1088
Kerala,Palakkad,678683,494,688,1182
Kerala,Palakkad,678684,825,1103,1928
Kerala,Palakkad,678685,147,179,326
Kerala,Palakkad,678686,340,338,678
Kerala,Palakkad,678687,494,772,1266
Kerala,Palakkad,678688,139,321,460
Kerala,Palakkad,678701,516,1098,1614
Kerala,Palakkad,678702,493,1013,1506
Kerala,Palakkad,678703,310,473,783
Kerala,Palakkad,678704,194,352,546
Kerala,Palakkad,678705,252,323,575
Kerala,Palakkad,678706,503,573,1076
Kerala,Palakkad,678721,381,710,1091
Kerala,Palakkad,678722,159,356,515
Kerala,Palakkad,678731,447,668,1115
Kerala,Palakkad,678732,226,206,432
Kerala,Palakkad,678762,558,842,1400
Kerala,Palakkad,679101,241,367,608
Kerala,Palakkad,679102,358,563,921
Kerala,Palakkad,679103,413,708,1121
Kerala,Palakkad,679104,86,189,275
Kerala,Palakkad,679121,424,805,1229
Kerala,Palakkad,679122,496,1088,1584
Kerala,Palakkad,679123,20,45,65
Kerala,Palakkad,679301,162,356,518
Kerala,Palakkad,679302,368,586,954
Kerala,Palakkad,679303,1457,2645,4102
Kerala,Palakkad,679304,500,744,1244
Kerala,Palakkad,679305,573,1179,1752
